Author: Michele Alessi
Date: 2024-01-18

Current matrix-type (i.e. text-embedding type: tfidf, wc) in use is: tfidf.
15, 350, 0.16765478947567514
15, 372, 0.15756604981180872
16, 185, 0.8732016726213356
16, 170, 0.8489153929442678
16, 169, 0.8215189622064157
16, 87, 0.8120459003811998
16, 287, 0.7940561275347114
16, 239, 0.759461857778393
16, 153, 0.5714239596768022
16, 221, 0.4012050405148049
16, 350, 0.37982511788016315
16, 79, 0.3615749305273238
16, 405, 0.2641690107563511
16, 349, 0.2253209430511666
16, 374, 0.22336303509551356
16, 211, 0.1978948660592673
16, 344, 0.196827843726891
17, 303, 0.931077909280716
17, 358, 0.9147981319305559
17, 156, 0.8464370044650825
17, 155, 0.8355787108386559
17, 61, 0.8222418041732503
17, 242, 0.7369045576356994
17, 339, 0.6617704947400384
17, 269, 0.654459049092585
17, 36, 0.3533467152228996
17, 212, 0.3226635480161425
17, 144, 0.2953884708286008
17, 167, 0.2813218638743299
17, 258, 0.27815229052696394
17, 68, 0.2540824894182524
17, 75, 0.22439567793163506
18, 89, 0.5316937917185083
18, 254, 0.5267990509095168
18, 135, 0.5262406543685063
18, 247, 0.5031557236494897
18, 142, 0.5019418458221439
18, 402, 0.49660287444414536
18, 1, 0.47354963579233555
18, 228, 0.4436470933039416
18, 418, 0.4408780563683638
18, 133, 0.42694608128419836
18, 157, 0.42664022445516114
18, 24, 0.4240405371765428
18, 356, 0.4200270576794494
18, 292, 0.4127464781767509
18, 401, 0.3842000627681447
19, 195, 0.9385080444603588
19, 344, 0.9005786000706167
19, 267, 0.8870513652782663
19, 99, 0.8769353065724558
19, 10, 0.763266530666453
19, 100, 0.7558243644086798
19, 159, 0.5709329524908149
19, 234, 0.5685349118158455
19, 115, 0.5297259419914387
19, 121, 0.5055823332278555
19, 36, 0.4887057190995309
19, 86, 0.357681618938269
19, 194, 0.28582227849647873
19, 139, 0.28432345006834947
19, 181, 0.21857423730792452
20, 40, 0.5703703564706819
20, 292, 0.4658696662448782
20, 142, 0.4276446839173464
20, 159, 0.42662172190372377
20, 100, 0.39934400034234796
20, 387, 0.39635982313290397
20, 115, 0.38313380344822184
20, 121, 0.38041445165072113
20, 48, 0.35935580486045104
20, 266, 0.3460339624745118
20, 423, 0.3454930126707377
20, 356, 0.3332047985260415
20, 316, 0.3308207809004221
20, 139, 0.3287126000030622
20, 343, 0.31802506499919486
21, 338, 0.8633652134993612
21, 305, 0.7015306181896995
21, 107, 0.6356413275504322
21, 331, 0.6021175658162808
21, 318, 0.5909288716532944
21, 354, 0.5773015746936947
21, 196, 0.5585053136905723
21, 236, 0.5295416489044564
21, 230, 0.49765438365781206
21, 227, 0.4555859669026072
21, 372, 0.41979621753506186
21, 218, 0.38703069685639485
21, 337, 0.3561671298039878
21, 78, 0.32829888809439783
21, 76, 0.3134032091038745
22, 356, 0.8170946899453766
22, 142, 0.7123775858379081
22, 347, 0.6864916416719563
22, 197, 0.6048912500346977
22, 388, 0.5968377398838816
22, 11, 0.587099564591763
22, 67, 0.5595128927403338
22, 41, 0.5136006603471943
22, 285, 0.5041476709183098
22, 50, 0.5017761947512233
22, 34, 0.4797073641113041
22, 25, 0.459587315577376
22, 5, 0.4488586600954509
22, 319, 0.43954688901980327
22, 236, 0.37109215465008644
23, 423, 0.5618098312844316
23, 409, 0.5307966059186787
23, 40, 0.41826125494458855
23, 142, 0.38745665342208824
23, 160, 0.3515065383788846
23, 100, 0.33618943337915963
23, 159, 0.33326577417947784
23, 292, 0.3291788467285622
23, 115, 0.32370901892119713
23, 294, 0.3097168571353452
23, 377, 0.3057636083382581
23, 156, 0.3040889429297595
23, 258, 0.3022238703892479
23, 215, 0.30037135465064674
23, 151, 0.2985688542269135
24, 318, 0.8427519968177126
24, 236, 0.7217890799417024
24, 338, 0.6012864005287134
24, 107, 0.5626679945120319
24, 78, 0.4338664626138565
24, 218, 0.3946926868254869
24, 230, 0.37747641875522187
24, 227, 0.3721688351642638
24, 399, 0.3585674888266198
24, 109, 0.3491639653124175
24, 66, 0.33554580588510285
24, 361, 0.3156730394303541
24, 416, 0.2906888277560513
24, 258, 0.2905431998570468
24, 305, 0.268301113184048
25, 194, 0.7175794967499662
25, 246, 0.6579197889438805
25, 342, 0.6513335999139691
25, 278, 0.6372936560081046
25, 139, 0.6056743636142229
25, 121, 0.6052128532275934
25, 159, 0.5877997795052763
25, 115, 0.5278949986598093
25, 237, 0.5060701490338692
25, 100, 0.49391564583043646
25, 181, 0.4724366663344843
25, 86, 0.4525326198495829
25, 138, 0.44689009683280667
25, 377, 0.43140419948604003
25, 210, 0.4122316129430518
26, 102, 0.49758500538871486
26, 266, 0.46380875747434164
26, 316, 0.4058052895400104
26, 332, 0.3809418021489464
26, 378, 0.37931702302693515
26, 417, 0.35076185940811555
26, 272, 0.3446310741896851
26, 149, 0.3288929715620435
26, 207, 0.327612928828994
26, 411, 0.3201493773591638
26, 40, 0.31889446459994336
26, 142, 0.3182603604781794
26, 265, 0.31382547640003444
26, 343, 0.3124263163028958
26, 418, 0.30814634869425256
27, 306, 0.515062295197825
27, 295, 0.5001875980191802
27, 111, 0.46195622336132763
27, 378, 0.4439137067456271
27, 228, 0.4437325307506776
27, 418, 0.4028825508989068
27, 79, 0.38185626798759814
27, 38, 0.3803070166239539
27, 151, 0.3799363311061932
27, 47, 0.3774936930140815
27, 401, 0.3724878165128238
27, 133, 0.36387417090510416
27, 247, 0.36275981419089864
27, 202, 0.3583311920201592
27, 303, 0.3517999804529078
28, 265, 0.6084621220532596
28, 150, 0.6018306767547681
28, 387, 0.5890109778757971
28, 325, 0.5836224858251138
28, 207, 0.5691754092867064
28, 81, 0.5510766195909258
28, 189, 0.5206251910327414
28, 332, 0.48643713204980893
28, 390, 0.4740291698780182
28, 225, 0.4241171559812291
28, 219, 0.4195680508515962
28, 277, 0.4135736800900766
28, 360, 0.4129205262114127
28, 369, 0.40347247050738244
28, 243, 0.39858048682401315
29, 192, 0.9374277284628347
29, 341, 0.8490367208814701
29, 158, 0.8194040587511708
29, 329, 0.7619949142371232
29, 105, 0.7337564279132862
29, 364, 0.23101701576577627
29, 184, 0.22898530682327103
29, 418, 0.20997155304679962
29, 224, 0.20101759341029754
29, 292, 0.16489949358988776
29, 315, 0.15479960531156522
29, 367, 0.14330561400089312
29, 157, 0.14226132949943007
29, 383, 0.1386937879340617
29, 276, 0.130234624581731
30, 271, 0.9100837919050703
30, 261, 0.9097676536146347
30, 253, 0.7642687404558851
30, 182, 0.7191283107600663
30, 20, 0.636475175287778
30, 229, 0.6110529973432522
30, 293, 0.5504859951199355
30, 122, 0.5466975550062168
30, 32, 0.4992997047013108
30, 273, 0.4672042019386605
30, 71, 0.4644556969751601
30, 325, 0.45183339749234563
30, 302, 0.43634089506362256
30, 379, 0.4352771797320286
30, 281, 0.4273807209981889
31, 316, 0.9017905109831135
31, 266, 0.8732918966570279
31, 300, 0.8302046528448899
31, 74, 0.6359926009057143
31, 380, 0.6058709213076383
31, 415, 0.6003627901564722
31, 138, 0.5830020197683274
31, 175, 0.5379778240969184
31, 102, 0.5204742341772407
31, 98, 0.4613999607238194
31, 336, 0.41715703332152204
31, 82, 0.4156124245084028
31, 103, 0.4028257022152418
31, 298, 0.38810957581533195
31, 364, 0.38003983175581046
32, 15, 0.6462435647657874
32, 316, 0.6393863309107783
32, 279, 0.6321895408176909
32, 306, 0.6214410257040346
32, 415, 0.6194098620479115
32, 295, 0.5937336469379374
32, 367, 0.5840199308442767
32, 74, 0.5551498224933346
32, 102, 0.5225510331916575
32, 266, 0.5140100702703617
32, 290, 0.5013052767119974
32, 315, 0.4405337203520592
32, 385, 0.43567244406868944
32, 113, 0.4296815606628608
32, 380, 0.42295339284985933
33, 251, 0.8503151193147558
33, 160, 0.5535132593956622
33, 335, 0.5019004056911407
33, 332, 0.3435668052140578
33, 66, 0.3146276461771479
33, 259, 0.252274710783728
33, 125, 0.25191852093935774
33, 361, 0.24485730792746377
33, 326, 0.24078479582338225
33, 286, 0.23452987259765207
33, 110, 0.2265896593698724
33, 91, 0.22457408383800276
33, 283, 0.22408992743957667
33, 308, 0.22147309053024825
33, 255, 0.2126369773320941
34, 294, 0.5888350194962015
34, 327, 0.4259180013057778
34, 32, 0.4101917991506674
34, 114, 0.4030919333948985
34, 328, 0.3880953228752304
34, 238, 0.36856540191670956
34, 398, 0.3601025224167613
34, 371, 0.35192327602605233
34, 93, 0.347295297740091
34, 322, 0.3426792836315262
34, 77, 0.33474858952027625
34, 404, 0.32940783830857123
34, 401, 0.31503108453700235
34, 131, 0.3042465020140187
34, 244, 0.29143135613089544
35, 318, 0.9285731007577168
35, 236, 0.7785483481002844
35, 338, 0.5728875068689971
35, 107, 0.4450355401925509
35, 78, 0.3720671551203775
35, 218, 0.3282512204028083
35, 399, 0.3056282542002331
35, 230, 0.287222697756571
35, 227, 0.28056342921353566
35, 416, 0.25086373242016813
35, 80, 0.24465647219462167
35, 66, 0.22638569285227414
35, 259, 0.2127073732710836
35, 305, 0.21195209472835905
35, 132, 0.2096932285134115
36, 217, 0.7675962018482555
36, 218, 0.5707330995419186
36, 78, 0.37213504518258245
36, 416, 0.3352035883571439
36, 276, 0.3145476513294966
36, 200, 0.299279400851766
36, 178, 0.2691704769678052
36, 362, 0.257999315156977
36, 286, 0.24926716756679104
36, 27, 0.23724395436971915
36, 213, 0.2309802442517782
36, 33, 0.22891510690828126
36, 108, 0.2231627536595865
36, 107, 0.2179905845894903
36, 359, 0.21581545339373642
37, 24, 0.5757486588490879
37, 401, 0.5735654743695585
37, 378, 0.5444164827251458
37, 133, 0.5040468476312301
37, 404, 0.47002951955226135
37, 367, 0.45808312748290847
37, 102, 0.44270436546629444
37, 418, 0.43629709392802213
37, 295, 0.4231348192015876
37, 306, 0.37899621748662804
37, 341, 0.36616172365300237
37, 129, 0.341094548101882
37, 315, 0.33679655410146
37, 292, 0.32391763462739737
37, 114, 0.31795155732769237
38, 174, 0.7641069214499943
38, 48, 0.7216577973865699
38, 228, 0.6235446915298645
38, 89, 0.6181386084755178
38, 53, 0.5909251254804113
38, 202, 0.5880984245781916
38, 135, 0.5162842272291791
38, 47, 0.5078665734690005
38, 402, 0.4849948166825744
38, 1, 0.4766862433439821
38, 254, 0.4591303149322347
38, 157, 0.42496650869476027
38, 93, 0.38666170084318546
38, 152, 0.37678929384587484
38, 313, 0.37061634233133484
39, 360, 0.9166040510455835
39, 277, 0.9161641407512249
39, 22, 0.8668270620119934
39, 394, 0.843903248794234
39, 219, 0.8010300148473732
39, 73, 0.7743488279059917
39, 173, 0.76061099254886
39, 189, 0.7511094191234511
39, 265, 0.6942869705893819
39, 134, 0.478311969785798
39, 255, 0.4559108933154393
39, 150, 0.4531747887699468
39, 81, 0.38079827111444864
39, 332, 0.38057290905348634
39, 387, 0.3794226246927192
40, 272, 0.7139543460879091
40, 39, 0.683556879825653
40, 207, 0.6752698827704359
40, 71, 0.6390232010612361
40, 182, 0.6250519763346175
40, 148, 0.6041459487608708
40, 369, 0.5826515472407602
40, 390, 0.5701769370437431
40, 20, 0.5676768939631346
40, 58, 0.5579912473577875
40, 332, 0.5478496211198609
40, 32, 0.5432464585407968
40, 325, 0.5391330024170325
40, 379, 0.5279006814105218
40, 134, 0.4954759989555263
41, 54, 0.7733378485000216
41, 69, 0.7661627513403694
41, 23, 0.759334654365712
41, 47, 0.7321024673034864
41, 215, 0.7289604229358183
41, 284, 0.7036782536399301
41, 157, 0.6965765031676876
41, 291, 0.684898764433694
41, 53, 0.6833854399166374
41, 116, 0.6358008001383361
41, 351, 0.6267091395763565
41, 260, 0.6213291855187296
41, 1, 0.6181246054453259
41, 90, 0.5722929960355974
41, 231, 0.5439190792170919
42, 157, 0.8110165786090925
42, 1, 0.7793999962873794
42, 47, 0.7714779953235746
42, 54, 0.7635160196807836
42, 53, 0.7541033572477751
42, 23, 0.7368482814196216
42, 174, 0.7234852015719582
42, 89, 0.6412505448111333
42, 69, 0.6141232932228673
42, 291, 0.5955172570861476
42, 228, 0.5869779069921925
42, 402, 0.5855732664138503
42, 135, 0.5697153247448961
42, 284, 0.5686234691169799
42, 215, 0.555440018289612
43, 329, 0.89804475253198
43, 341, 0.8657992412643806
43, 192, 0.601510662816928
43, 158, 0.5850804543210163
43, 367, 0.55307131818866
43, 113, 0.48963526897378373
43, 385, 0.4821814723444167
43, 290, 0.4638655513321844
43, 15, 0.45076298694704764
43, 105, 0.4399522283535467
43, 279, 0.437906715169254
43, 306, 0.4260427105052275
43, 295, 0.39613285985290275
43, 186, 0.3950253889808285
43, 38, 0.354820721857344
44, 295, 0.7314690204907439
44, 306, 0.6874467889560945
44, 315, 0.5972724780676537
44, 38, 0.5592147821146967
44, 102, 0.46407721181378037
44, 82, 0.407035673825994
44, 316, 0.2768110739531439
44, 59, 0.2603723953776492
44, 299, 0.24864096824972295
44, 79, 0.24751686815205035
44, 46, 0.2444685743380445
44, 378, 0.23706255936351753
44, 272, 0.2349839451935764
44, 266, 0.23130271674985514
44, 232, 0.22895219345123227
45, 20, 0.671017401356599
45, 32, 0.6582337623233255
45, 229, 0.6095428360072943
45, 379, 0.5876380385134149
45, 261, 0.5755077635699056
45, 182, 0.575159228905221
45, 271, 0.5571472193515584
45, 365, 0.48798826479229784
45, 272, 0.48709116965947225
45, 262, 0.47756822743829386
45, 54, 0.45952020561114226
45, 71, 0.44577188434744514
45, 39, 0.4421336836104005
45, 148, 0.43970012359164595
45, 247, 0.4373510609909607
46, 47, 0.8235140581426286
46, 202, 0.7728147767088244
46, 54, 0.7640990247959402
46, 53, 0.7194136581387965
46, 151, 0.7061583597972473
46, 80, 0.6628225015162557
46, 23, 0.6538548033784066
46, 291, 0.6492451644122734
46, 20, 0.5501443570473231
46, 69, 0.5486139243358433
46, 215, 0.5338721335214699
46, 284, 0.4957185170184593
46, 260, 0.49182104367799734
46, 351, 0.45300548184059525
46, 348, 0.4522655521066026
47, 174, 0.8140266190025975
47, 48, 0.7598254910686926
47, 53, 0.6229227450957959
47, 202, 0.585383052916795
47, 89, 0.5504777741222042
47, 228, 0.5450338769380759
47, 47, 0.5377834376461766
47, 1, 0.4621943968758906
47, 135, 0.4564299185633081
47, 402, 0.4399354466914735
47, 313, 0.41648011685196895
47, 254, 0.40599182481761414
47, 93, 0.40477080785048475
47, 54, 0.39038864146953967
47, 157, 0.3826968767484144
48, 46, 0.5748998527854127
48, 420, 0.49094888139923176
48, 31, 0.48748238980415165
48, 251, 0.4758217423695179
48, 280, 0.3613228272640026
48, 89, 0.31777523187341694
48, 187, 0.3134416250452992
48, 295, 0.3053151257337644
48, 23, 0.3044686069160224
48, 402, 0.2977435754620004
48, 315, 0.2968817692534696
48, 272, 0.2808934472050147
48, 135, 0.27645404186103545
48, 174, 0.2653020662803328
48, 160, 0.2532585508382182
49, 183, 0.9183432151312259
49, 56, 0.9054138017143116
49, 103, 0.8939157741459348
49, 205, 0.8104279380298139
49, 150, 0.6003488029847225
49, 312, 0.562407141755127
49, 300, 0.5384122385192334
49, 291, 0.42511242795093457
49, 81, 0.3781673974806022
49, 266, 0.35074964393049823
49, 316, 0.34978610600721327
49, 378, 0.34929156740540374
49, 380, 0.3173111515621346
49, 175, 0.2791448164908828
49, 74, 0.27448518860616883
50, 402, 0.7276736289535255
50, 157, 0.7239941156999583
50, 364, 0.6291474349527991
50, 418, 0.5962306220659211
50, 228, 0.5397131931632398
50, 89, 0.5335677743769155
50, 1, 0.5251491603566395
50, 135, 0.5077900595566277
50, 133, 0.4762502131019258
50, 53, 0.4079708526080916
50, 24, 0.3883408901870756
50, 254, 0.3654370024152392
50, 47, 0.34655230234279133
50, 247, 0.3415570583001676
50, 283, 0.3349522456313419
51, 186, 0.6847803210357536
51, 113, 0.6475720888140755
51, 2, 0.6239937087214874
51, 276, 0.6163534552810556
51, 367, 0.6150174215586025
51, 15, 0.6102149666689111
51, 385, 0.5702130495522514
51, 329, 0.5396531305198882
51, 306, 0.5313464765314525
51, 290, 0.5140560910666252
51, 38, 0.4972130191334716
51, 295, 0.4760858956590414
51, 279, 0.47109973297594415
51, 172, 0.46299897650727556
51, 404, 0.459223667344927
52, 186, 0.6902960795096981
52, 276, 0.6706594520369222
52, 2, 0.6243021984937004
52, 15, 0.5951121783819568
52, 113, 0.5410223475499555
52, 367, 0.5226254732148089
52, 290, 0.48379932688574084
52, 385, 0.4794917523628453
52, 279, 0.47481311772069373
52, 329, 0.47446528921709985
52, 114, 0.46670423508783615
52, 341, 0.44701031323782187
52, 190, 0.4224687216313279
52, 306, 0.42233273905264884
52, 172, 0.41426927706437255
53, 295, 0.8122757858063524
53, 306, 0.7883118987554988
53, 38, 0.6815623059680245
53, 315, 0.6312784562193622
53, 367, 0.5063019392806696
53, 15, 0.46223473164252393
53, 290, 0.4466600114711859
53, 402, 0.401424838221843
53, 279, 0.3991119538134457
53, 186, 0.39178982206108476
53, 329, 0.38771963473350524
53, 113, 0.3723875241557148
53, 111, 0.3695619812938856
53, 2, 0.3629536446271155
53, 418, 0.35839804949588433
54, 315, 0.7473928926809941
54, 295, 0.7396688004506458
54, 306, 0.6892142486696492
54, 38, 0.6761225383709337
54, 363, 0.6175946284450267
54, 343, 0.49939570706939773
54, 290, 0.46017631091988115
54, 8, 0.4294687688110844
54, 411, 0.41304540667473816
54, 82, 0.39167505164772215
54, 378, 0.37939580863227684
54, 135, 0.3444677869534539
54, 102, 0.33373801048986085
54, 79, 0.33348218714052663
54, 199, 0.33209345061515055
55, 135, 0.8689952637153355
55, 89, 0.8445475405445135
55, 157, 0.8004978196429356
55, 402, 0.7935165031881065
55, 1, 0.7504655260597517
55, 254, 0.7178224481737205
55, 228, 0.6551283835547993
55, 247, 0.6385815299635819
55, 364, 0.5536666457608441
55, 38, 0.4733324508630756
55, 418, 0.4244056151395906
55, 295, 0.33742517811917533
55, 23, 0.31207227120980696
55, 174, 0.3094725263232634
55, 54, 0.30427811298537105
56, 418, 0.49921363640191924
56, 382, 0.4717505552057292
56, 38, 0.42987812199792613
56, 216, 0.41877177502953605
56, 378, 0.41697174902320916
56, 204, 0.39718445797699825
56, 296, 0.3933821401603141
56, 295, 0.3667098309445629
56, 315, 0.3603012280004769
56, 250, 0.3506610966246829
56, 289, 0.34703101894450616
56, 135, 0.34632471011010235
56, 157, 0.3415992624558673
56, 399, 0.33846316793866943
56, 95, 0.337104323736356
57, 38, 0.7295723317372746
57, 295, 0.7117033622676076
57, 306, 0.7032860513782007
57, 315, 0.6507690160642995
57, 363, 0.45106560729951084
57, 82, 0.43896542769362845
57, 79, 0.4178239107172117
57, 59, 0.3846996782671921
57, 232, 0.3541233169034174
57, 350, 0.2880042566819281
57, 291, 0.25569289627503605
57, 57, 0.1977097639482468
57, 348, 0.17448952285941915
57, 46, 0.14600628397653842
57, 143, 0.1438618285796143
58, 135, 0.8963554137050557
58, 89, 0.8491371866351601
58, 1, 0.7853239133164526
58, 254, 0.7705897893680069
58, 157, 0.7373178261941006
58, 247, 0.6754903359752839
58, 402, 0.6458311508970999
58, 228, 0.5857335131705286
58, 38, 0.4949204745531469
58, 23, 0.3204102198361449
58, 295, 0.29924571148039036
58, 54, 0.2951640318510754
58, 364, 0.29294084860791664
58, 174, 0.2820306623668225
58, 420, 0.2784440419980565
59, 79, 0.8519427966964002
59, 306, 0.615138339920851
59, 350, 0.5785804002055522
59, 38, 0.473870028173575
59, 295, 0.4666677595103175
59, 292, 0.3440420508477465
59, 228, 0.34401197797488264
59, 315, 0.3325355143252711
59, 151, 0.2934657115762534
59, 185, 0.2933443142061033
59, 68, 0.28691923698593597
59, 80, 0.2854654631312415
59, 418, 0.27450528367652
59, 280, 0.2595104607400309
59, 170, 0.24693548087903924
60, 38, 0.7213660593477952
60, 295, 0.7076811513799297
60, 306, 0.7019941384961088
60, 315, 0.6655822312001964
60, 79, 0.43762139179627857
60, 363, 0.4344555682808679
60, 82, 0.41402140085534606
60, 232, 0.38717339104367116
60, 59, 0.3649317915654119
60, 350, 0.307815848592866
60, 291, 0.2555157446059632
60, 102, 0.1974246033845588
60, 348, 0.19648564215996048
60, 57, 0.1831697901725249
60, 8, 0.15213393356422103
61, 135, 0.8079841068381175
61, 89, 0.779692807813405
61, 1, 0.7064005297254307
61, 254, 0.6618435543926436
61, 157, 0.6352343393119886
61, 228, 0.6320572083224012
61, 402, 0.6228216331569566
61, 247, 0.5400639511817368
61, 38, 0.43152079405812926
61, 363, 0.4150049893381212
61, 82, 0.4045115451913769
61, 174, 0.3976977751914675
61, 272, 0.3874884033613688
61, 295, 0.38625930494974736
61, 315, 0.33919005424611165
62, 233, 0.7486891718209936
62, 289, 0.45306972441558546
62, 296, 0.4489328472696228
62, 145, 0.4036814339357704
62, 204, 0.39413048097588704
62, 111, 0.37956473300623755
62, 307, 0.3670865856040139
62, 290, 0.3566892617175948
62, 250, 0.3518212649265882
