Author: Michele Alessi
Date: 2024-01-18

Current matrix-type (i.e. text-embedding type: tfidf, wc) in use is: wc.
15, 372, 0.33458310519630086
15, 331, 0.32077873045460137
16, 185, 0.7403882371669872
16, 239, 0.6971252496886718
16, 170, 0.6931805185754559
16, 169, 0.6510994991425536
16, 287, 0.651017198606732
16, 87, 0.6186264281641903
16, 153, 0.5383550725950492
16, 99, 0.3393233186474148
16, 344, 0.3256236496683625
16, 221, 0.3182861663766907
16, 195, 0.30186184161050794
16, 350, 0.29885029653492723
16, 292, 0.283872257362514
16, 407, 0.28236769171946063
16, 235, 0.28056966396987937
17, 358, 0.8650981894193461
17, 303, 0.8483034592170065
17, 61, 0.754484512190767
17, 242, 0.7507154491203493
17, 269, 0.7237616303114379
17, 156, 0.6249838282203682
17, 155, 0.600524242396795
17, 339, 0.5682539081063331
17, 36, 0.4198611544898629
17, 144, 0.4190371757773006
17, 167, 0.3942893231014919
17, 75, 0.36667105279475276
17, 258, 0.34214313799007884
17, 198, 0.31247390874952297
17, 68, 0.21393465941686615
18, 40, 0.5781755404886344
18, 135, 0.565663697550794
18, 89, 0.5603336452642197
18, 254, 0.5462766491434662
18, 402, 0.5220214958596859
18, 213, 0.5048393177045503
18, 142, 0.49560728753421174
18, 1, 0.48963121370439144
18, 423, 0.4826822713228239
18, 247, 0.4772716200299533
18, 356, 0.4517233813184234
18, 158, 0.40776125848224615
18, 228, 0.40384813081998133
18, 418, 0.40168879622697135
18, 24, 0.37637690655024164
19, 195, 0.7698243836001635
19, 267, 0.6713207476549437
19, 344, 0.6457194120956076
19, 100, 0.6321290837628412
19, 159, 0.6005189185035551
19, 234, 0.583037471991986
19, 115, 0.5794229763278667
19, 10, 0.5712720650130302
19, 99, 0.5631875642545677
19, 36, 0.4238740774853136
19, 402, 0.4120168959434525
19, 135, 0.4076428629179528
19, 254, 0.4057612786501983
19, 86, 0.3964364748890035
19, 89, 0.3929236021231129
20, 40, 0.6746195975813956
20, 423, 0.5557549285375495
20, 142, 0.5271263917943846
20, 115, 0.4598954962842122
20, 159, 0.454295638888544
20, 327, 0.44706575075227034
20, 213, 0.430639384131609
20, 361, 0.4277902728354031
20, 292, 0.4020194396246675
20, 398, 0.3944344975478339
20, 200, 0.37372697575039043
20, 409, 0.37255490796177326
20, 108, 0.3722841199210265
20, 373, 0.3677625003108396
20, 198, 0.3655707955454627
21, 338, 0.8290811479360141
21, 305, 0.764377296766434
21, 196, 0.7154032090330823
21, 331, 0.7149591394797856
21, 354, 0.7107641106889547
21, 372, 0.6983037282659855
21, 227, 0.5982605856095642
21, 230, 0.5884916289814358
21, 389, 0.5856968190886193
21, 107, 0.578066968380658
21, 400, 0.5751273684596804
21, 318, 0.5439289852019769
21, 76, 0.519168981222647
21, 66, 0.4448107686340163
21, 218, 0.4360964301832115
22, 135, 0.6437410040924267
22, 254, 0.6103966144245535
22, 356, 0.5952996988800715
22, 11, 0.5822729090836885
22, 89, 0.5701081970613051
22, 402, 0.5461916483329179
22, 1, 0.5396075307545208
22, 142, 0.4849642195143164
22, 347, 0.4840159439515244
22, 5, 0.4732239077565488
22, 247, 0.4564411500824602
22, 157, 0.4452853189515088
22, 197, 0.44408545149409456
22, 41, 0.44079695230341687
22, 67, 0.4234565305918187
23, 40, 0.528762017805361
23, 142, 0.48449888856422785
23, 373, 0.4494747457792284
23, 423, 0.43448132104941933
23, 361, 0.4072171639657964
23, 251, 0.40689700549980895
23, 413, 0.40486390148388035
23, 160, 0.4043675914187216
23, 294, 0.3933189645856629
23, 158, 0.38333429377832723
23, 327, 0.382910314849302
23, 398, 0.38288414036597024
23, 115, 0.3823769966955365
23, 399, 0.35744023513134865
23, 198, 0.3567183435620033
24, 318, 0.625026157682294
24, 227, 0.5584709185896625
24, 107, 0.5397196884533426
24, 230, 0.5098768008115759
24, 108, 0.5056444691077839
24, 218, 0.4488328335256281
24, 40, 0.44210561907444146
24, 258, 0.43750170968852803
24, 361, 0.4370800545579319
24, 78, 0.41549519980444616
24, 338, 0.4081947342629484
24, 423, 0.40480043684926603
24, 142, 0.38889997771342844
24, 409, 0.38260396296674154
24, 417, 0.38172610638121124
25, 121, 0.7009613930239948
25, 194, 0.6354227294480936
25, 159, 0.6274473007410668
25, 139, 0.6089439569492661
25, 86, 0.5884082612064853
25, 115, 0.5765153010371711
25, 224, 0.5612093018447412
25, 181, 0.5297422708894258
25, 210, 0.5273250619211025
25, 234, 0.48725273537374464
25, 342, 0.4598004649356757
25, 100, 0.4376900413192684
25, 377, 0.42922270333579426
25, 10, 0.42215126119966573
25, 309, 0.39772424425198327
26, 40, 0.6295212751930115
26, 423, 0.5515275937959435
26, 142, 0.49093184387092986
26, 327, 0.47848330927990795
26, 409, 0.39987626622446865
26, 356, 0.3939172298537101
26, 398, 0.3918080943820005
26, 245, 0.3915670820364847
26, 373, 0.38463782324722345
26, 325, 0.3715749321054503
26, 189, 0.36551231050088484
26, 413, 0.35474251366711057
26, 213, 0.3457952500714848
26, 391, 0.341633334045496
26, 225, 0.33991401553310296
27, 310, 0.5201069845716922
27, 306, 0.49547304069557024
27, 295, 0.4879653577459412
27, 133, 0.47116740432836873
27, 297, 0.46746156662499744
27, 418, 0.44614088762735626
27, 254, 0.44535897156837434
27, 117, 0.43727620626029495
27, 303, 0.43448900120298134
27, 247, 0.4300071622329271
27, 250, 0.4254840085721542
27, 204, 0.41772360476655906
27, 61, 0.408591805467371
27, 111, 0.4021333836920196
27, 240, 0.4020143216037533
28, 332, 0.6811855753628492
28, 391, 0.651393947617868
28, 217, 0.6386149247393899
28, 219, 0.6191842908960464
28, 325, 0.6002866950311048
28, 189, 0.5995609497165335
28, 225, 0.5821006757996913
28, 387, 0.5761874053694849
28, 134, 0.5654409746966288
28, 39, 0.5422538256147534
28, 265, 0.5368294530325115
28, 243, 0.5356722942869628
28, 277, 0.5127599680967972
28, 369, 0.5004458400014126
28, 150, 0.4999681959413548
29, 192, 0.755003392330238
29, 158, 0.7135147770717968
29, 341, 0.6427426288237198
29, 329, 0.5746387917521707
29, 105, 0.5212732433560118
29, 227, 0.3766177256135397
29, 115, 0.3529874830376512
29, 423, 0.3388854455505798
29, 200, 0.3332940691907059
29, 367, 0.32752211828883293
29, 230, 0.3226684645410724
29, 213, 0.3223303044549804
29, 276, 0.3139793893264969
29, 251, 0.30383571570864354
29, 361, 0.2905654988822044
30, 261, 0.7944338013366884
30, 271, 0.7832392563512472
30, 182, 0.7138370050893348
30, 253, 0.6896685756927323
30, 229, 0.6278239737511857
30, 325, 0.624654271189923
30, 369, 0.6186648022992062
30, 390, 0.6077561255621123
30, 365, 0.5975859901326883
30, 20, 0.5517966500921186
30, 379, 0.5118711390503031
30, 302, 0.48887976867298927
30, 58, 0.4777230036692065
30, 207, 0.46624807559071235
30, 39, 0.38302046858626804
31, 266, 0.8159927729472395
31, 316, 0.8124378556582821
31, 300, 0.7894253421084697
31, 380, 0.7502300141819263
31, 102, 0.6547677605323801
31, 74, 0.6540941393185494
31, 415, 0.6172014923925795
31, 138, 0.6045666979388568
31, 98, 0.5716667805914886
31, 336, 0.5685657841514141
31, 82, 0.5527664726011601
31, 312, 0.5073306690101647
31, 103, 0.5030156487660025
31, 364, 0.48052856366351515
31, 375, 0.4764122723020418
32, 415, 0.6548988903758718
32, 279, 0.6034696767189043
32, 316, 0.6017329933304402
32, 15, 0.5942973663051788
32, 74, 0.5665950489383837
32, 306, 0.5393965771170953
32, 102, 0.5177803742669053
32, 295, 0.5091725241713695
32, 299, 0.5065882054322215
32, 315, 0.4668937210673122
32, 336, 0.4520715659204478
32, 266, 0.42273764521143803
32, 186, 0.4017356067718059
32, 3, 0.4003948415402206
32, 380, 0.39610451582498135
33, 125, 0.6276789893871629
33, 193, 0.6105377096841855
33, 90, 0.5227858791693032
33, 171, 0.5064353381751702
33, 304, 0.489297373674752
33, 66, 0.4795173237146952
33, 349, 0.4630610846775262
33, 268, 0.4541007344096929
33, 235, 0.4412710544554889
33, 257, 0.43221274113888664
33, 12, 0.42293584725958144
33, 332, 0.42211868274822506
33, 92, 0.41819230384864176
33, 160, 0.4101096017415682
33, 76, 0.4070618100075373
34, 125, 0.5497517568261799
34, 294, 0.5069580728362144
34, 193, 0.4857040542928692
34, 328, 0.46739250434909335
34, 90, 0.4419923722406123
34, 66, 0.43164783403849155
34, 171, 0.4168279746090384
34, 92, 0.41598324136620723
34, 235, 0.41444053589836094
34, 398, 0.4125874351310975
34, 349, 0.4022997251506019
34, 381, 0.39679953341049884
34, 304, 0.37660934251704326
34, 76, 0.37613015122915144
34, 332, 0.3757791887795153
35, 318, 0.7618719331962661
35, 218, 0.6030329011053472
35, 107, 0.5862216435277764
35, 338, 0.5659836736734757
35, 227, 0.5478798517169432
35, 78, 0.5318586363884275
35, 230, 0.5206029568929391
35, 236, 0.5023511076899073
35, 416, 0.4370731052365738
35, 417, 0.4003802792196104
35, 66, 0.3528410427960317
35, 108, 0.322179584084328
35, 411, 0.30686852598727304
35, 372, 0.30214440731249465
35, 214, 0.29419399207387487
36, 200, 0.6226063199488564
36, 361, 0.5136314040046299
36, 213, 0.45885885956257355
36, 6, 0.45402292454557397
36, 382, 0.4500080471987774
36, 158, 0.421657459069862
36, 33, 0.3993717522086579
36, 198, 0.3921046761687033
36, 238, 0.3727442826576446
36, 259, 0.36973407552204124
36, 344, 0.3653890358361412
36, 352, 0.36030042242751825
36, 309, 0.35682953467579276
36, 419, 0.3567364787756814
36, 367, 0.3532247337666581
37, 367, 0.5041026739742945
37, 158, 0.46566195057220827
37, 401, 0.4400550143309333
37, 418, 0.43584183246922203
37, 24, 0.4342707632046951
37, 404, 0.4125583335860692
37, 341, 0.4094241710215241
37, 423, 0.39735481717461896
37, 378, 0.39530439704329284
37, 123, 0.3545205138301666
37, 60, 0.347264383120663
37, 315, 0.3470469911475518
37, 276, 0.3395763484195861
37, 115, 0.3391181185658924
37, 16, 0.3251800369735017
38, 89, 0.7385238686997978
38, 135, 0.6927646011483602
38, 402, 0.6733034308249506
38, 174, 0.6621679732146926
38, 228, 0.650313090306325
38, 254, 0.6328044401190134
38, 48, 0.5979486081521511
38, 1, 0.49574028841371787
38, 53, 0.48516088102342797
38, 202, 0.46652540154505306
38, 157, 0.4661877872232033
38, 47, 0.4381594838732056
38, 247, 0.42536895282237513
38, 13, 0.3885117235569793
38, 364, 0.37570779107690244
39, 360, 0.8948460325485152
39, 22, 0.8770149177616829
39, 277, 0.856440820071439
39, 73, 0.6847781926039892
39, 173, 0.6809346977275196
39, 189, 0.6394319554473042
39, 265, 0.6165295362444014
39, 219, 0.6045526084463526
39, 394, 0.5431986155634942
39, 332, 0.4934451062388081
39, 255, 0.46222911017068785
39, 134, 0.4516908594932253
39, 81, 0.3974563414152613
39, 150, 0.39093825879765987
39, 286, 0.37453292457703774
40, 39, 0.7332863180030561
40, 217, 0.6234217628426484
40, 369, 0.6208608904994232
40, 332, 0.6201231661756545
40, 134, 0.6128138305578428
40, 272, 0.5882269373583048
40, 391, 0.5632326927112892
40, 325, 0.548128654288868
40, 182, 0.545955854573615
40, 148, 0.5313690743183223
40, 229, 0.5159616681794985
40, 58, 0.5158249821667301
40, 71, 0.5122595143763178
40, 365, 0.49875988270638555
40, 390, 0.4864688610686582
41, 215, 0.7132494785240039
41, 231, 0.673883379023621
41, 69, 0.6329975574730277
41, 203, 0.6258419442797395
41, 351, 0.6211042995311246
41, 291, 0.6143475637253881
41, 54, 0.6111765005253376
41, 23, 0.6057366990265286
41, 47, 0.5852137323425098
41, 260, 0.5680530401612944
41, 284, 0.547777913883713
41, 348, 0.5436315762350529
41, 116, 0.5382812175141068
41, 157, 0.5339541114646936
41, 93, 0.5323178263636711
42, 157, 0.7711049599940751
42, 1, 0.7617308473904392
42, 23, 0.7493175591086767
42, 402, 0.6870090846204657
42, 54, 0.6807909033850226
42, 174, 0.6778138675686495
42, 89, 0.6603625026072842
42, 53, 0.6530615627881243
42, 47, 0.6352186162444369
42, 260, 0.6207422570229024
42, 135, 0.6170811965399232
42, 228, 0.5851978799140104
42, 291, 0.5851782866859683
42, 351, 0.5688331255685652
42, 348, 0.5578382990160613
43, 329, 0.8354631124812765
43, 341, 0.76921062648951
43, 385, 0.5754432685058032
43, 276, 0.5721379009859255
43, 172, 0.5265811977626713
43, 113, 0.5210812270430647
43, 186, 0.5169866280428915
43, 21, 0.48907540899407
43, 367, 0.48876648334454026
43, 187, 0.4884759183472964
43, 2, 0.4861131481735125
43, 15, 0.4839324462955897
43, 38, 0.4795067612561665
43, 279, 0.4700757908622535
43, 306, 0.4556421125639364
44, 295, 0.5681676530100566
44, 306, 0.5144092417625766
44, 315, 0.43011747965162345
44, 38, 0.3931110978890469
44, 88, 0.2865581543861786
44, 272, 0.2858381563112329
44, 423, 0.2852123279278337
44, 355, 0.27775616722423346
44, 40, 0.27492417384319184
44, 59, 0.24026820702736718
44, 102, 0.24007847560762113
44, 245, 0.24003424872578719
44, 402, 0.23886208503945586
44, 148, 0.236380845203539
44, 418, 0.23520535014501545
45, 365, 0.7149077708700932
45, 229, 0.5825062710288628
45, 261, 0.5780801352261467
45, 20, 0.5748502706256388
45, 167, 0.5631870835821792
45, 302, 0.562465308719874
45, 379, 0.5510300569474709
45, 32, 0.5368371863489394
45, 182, 0.5232423846592648
45, 371, 0.4859452344463645
45, 75, 0.47122502561120677
45, 9, 0.47087701330930404
45, 253, 0.46173716463186404
45, 144, 0.45922284034163835
45, 262, 0.45754631746232216
46, 202, 0.6939692703075885
46, 80, 0.6819635150322847
46, 47, 0.6819583032395571
46, 23, 0.6565663474662062
46, 151, 0.6488568854108167
46, 54, 0.6261599790118633
46, 291, 0.6083487235923614
46, 53, 0.5532086109492071
46, 260, 0.5163502944607504
46, 215, 0.48591735520391593
46, 348, 0.47873972101111145
46, 20, 0.4667348569673392
46, 203, 0.439441673699488
46, 93, 0.42643437561577613
46, 231, 0.413526461849634
47, 174, 0.7472666718404304
47, 48, 0.6866549656676634
47, 228, 0.5632002360631834
47, 53, 0.5379936912078972
47, 202, 0.5371046429498223
47, 89, 0.5012964974916518
47, 313, 0.4940331355895987
47, 47, 0.4770497415991843
47, 402, 0.4730267821875646
47, 13, 0.4473738487303592
47, 348, 0.43230356500565853
47, 135, 0.4028616915877892
47, 254, 0.3956128265825018
47, 80, 0.36659060432574936
47, 157, 0.3642258732936053
48, 280, 0.35134999564098707
48, 272, 0.3402054428219898
48, 402, 0.3226882510812365
48, 115, 0.311313872649688
48, 46, 0.31120414458827234
48, 157, 0.29560598609917005
48, 295, 0.28718045173311646
48, 31, 0.28116827796780464
48, 89, 0.27236758746166934
48, 159, 0.2561932049577503
48, 346, 0.2540293710609018
48, 8, 0.2537506376402506
48, 306, 0.2463522948459272
48, 315, 0.24024833263849
48, 63, 0.2377538505352117
49, 103, 0.8107133505037932
49, 56, 0.7964036041183171
49, 183, 0.7803794990380585
49, 312, 0.7268817071280708
49, 205, 0.7158892184251182
49, 300, 0.5812266458337038
49, 24, 0.5556988963221767
49, 380, 0.540797747407983
49, 102, 0.5276291736311096
49, 316, 0.5243590281446121
49, 266, 0.4669005658218768
49, 133, 0.45769981895701733
49, 74, 0.45729806844597637
49, 82, 0.44812554763799767
49, 150, 0.44768903212036054
50, 160, 0.5865280026791853
50, 157, 0.5205526132589624
50, 371, 0.49432679206660735
50, 402, 0.45481198743323037
50, 53, 0.43861578147711655
50, 328, 0.4363529237942192
50, 132, 0.4303107126329105
50, 365, 0.40396665498220397
50, 322, 0.39170219370205595
50, 364, 0.37618177619259385
50, 243, 0.3708154856371967
50, 253, 0.3666031010329614
50, 410, 0.3625450841679068
50, 379, 0.3614529608125481
50, 374, 0.3585427563028389
51, 276, 0.6007196059787696
51, 113, 0.5991694459516186
51, 329, 0.5950136333991137
51, 2, 0.5863720518395363
51, 385, 0.5845634676842667
51, 186, 0.5802636620708098
51, 172, 0.5588113089699486
51, 341, 0.5334143287578028
51, 15, 0.5186127380822606
51, 38, 0.5162266386664607
51, 21, 0.5140170448339797
51, 114, 0.5079408626808976
51, 367, 0.5060825954788613
51, 190, 0.49782004937577395
51, 96, 0.49547343425907275
52, 276, 0.7333691323355392
52, 186, 0.6964175725937404
52, 172, 0.683419915326877
52, 217, 0.6698546658494594
52, 190, 0.6344287975478714
52, 2, 0.6238443659361861
52, 15, 0.6008546998556374
52, 385, 0.5639256966170038
52, 219, 0.5451553354300958
52, 114, 0.5376744449835378
52, 391, 0.5264728436788844
52, 141, 0.516643786165711
52, 341, 0.5081151815870055
52, 279, 0.5059250111731942
52, 113, 0.48469292738752917
53, 295, 0.6065074030518848
53, 306, 0.5950779147026579
53, 38, 0.5789770821200309
53, 315, 0.5161324918442121
53, 186, 0.44934026884989836
53, 40, 0.43863808401902615
53, 2, 0.4372215379136967
53, 276, 0.4240091260859025
53, 329, 0.4223030359602283
53, 290, 0.4065909351011996
53, 111, 0.4038323357106522
53, 114, 0.39827280744413707
53, 367, 0.3965499645567073
53, 187, 0.39554477750181766
53, 341, 0.39378988362436956
54, 295, 0.6393462505488464
54, 315, 0.6284880055638523
54, 306, 0.6133419456933917
54, 343, 0.5867914371678625
54, 8, 0.5658253736650353
54, 363, 0.5490390259649569
54, 199, 0.5448933048122786
54, 401, 0.5425158554089039
54, 111, 0.5113890925120375
54, 418, 0.4832818322615341
54, 15, 0.482728360893518
54, 411, 0.48189033870514053
54, 16, 0.47911638834577097
54, 38, 0.47253187116295664
54, 378, 0.47150054551004156
55, 135, 0.6487200721019313
55, 89, 0.645409171433812
55, 402, 0.643969449893967
55, 157, 0.6164595320474368
55, 364, 0.5990917034529559
55, 1, 0.5704069984101305
55, 254, 0.5466907951668531
55, 228, 0.5407990900507418
55, 38, 0.46836475789749443
55, 247, 0.4598244830437194
55, 382, 0.45011164151536637
55, 418, 0.37701518299577563
55, 23, 0.3397299718920419
55, 283, 0.3149597789052187
55, 133, 0.29060490854550514
56, 382, 0.5772107865347669
56, 123, 0.4321132207376276
56, 95, 0.4268195772201351
56, 276, 0.42387383687715685
56, 200, 0.42180043888771307
56, 418, 0.4170025927477567
56, 38, 0.4021835824408874
56, 378, 0.400731556829789
56, 187, 0.38311508744289796
56, 216, 0.36843101386831023
56, 250, 0.36805977256965455
56, 401, 0.3606592503613761
56, 423, 0.35137495257643675
56, 296, 0.349115751010899
56, 161, 0.34655466773636173
57, 306, 0.6892968421441629
57, 295, 0.6669995136076708
57, 38, 0.6651948054750912
57, 315, 0.5101848752819966
57, 59, 0.32092443208302507
57, 232, 0.28826105440675653
57, 82, 0.27850616066587675
57, 79, 0.26262768533864284
57, 363, 0.26262678902119246
57, 187, 0.21597307818653522
57, 57, 0.20965157608536888
57, 111, 0.1821236405283772
57, 201, 0.16259261900281233
57, 95, 0.16110142231236715
57, 24, 0.16035627094044783
58, 89, 0.7493571174724568
58, 402, 0.6915670223711843
58, 135, 0.6908905496993838
58, 1, 0.674310748266064
58, 254, 0.6304528941894295
58, 157, 0.5855372939427623
58, 247, 0.5510128985237684
58, 228, 0.5251528535672606
58, 364, 0.4529273718036323
58, 40, 0.3919232102761825
58, 423, 0.3777772560776642
58, 38, 0.3754442123780224
58, 363, 0.3219836554895971
58, 418, 0.31986726095024315
58, 142, 0.29641767754812787
59, 79, 0.7037894737131555
59, 306, 0.48706474810162875
59, 68, 0.3755153401252124
59, 95, 0.3500800256847834
59, 161, 0.3483901215642391
59, 350, 0.34275168446680115
59, 216, 0.337508286946756
59, 187, 0.33673753532428174
59, 401, 0.3316818078148374
59, 418, 0.32806551451855537
59, 378, 0.3231468184732036
59, 123, 0.3195675569467462
59, 315, 0.319036128972473
59, 111, 0.31786826577553307
59, 296, 0.3094894393963472
60, 306, 0.6570875901093611
60, 38, 0.6368069105952079
60, 295, 0.6292304451052129
60, 315, 0.5242650478358434
60, 79, 0.35048601912724003
60, 59, 0.34281689962987066
60, 232, 0.32849163854291574
60, 82, 0.27456417316927306
60, 363, 0.2671874968370637
60, 57, 0.2314686642479238
60, 187, 0.20872177273988762
60, 111, 0.19624747139334967
60, 362, 0.19073834762606742
60, 350, 0.1875968517872338
60, 95, 0.1824367464056242
61, 402, 0.603054685280537
61, 89, 0.5893252667398771
61, 135, 0.5321502526068548
61, 1, 0.5133126086892822
61, 254, 0.4982154132923654
61, 40, 0.46471392039728016
61, 228, 0.4442671748125817
61, 247, 0.4364115490216241
61, 82, 0.42819761287988783
61, 157, 0.4163061197958207
61, 142, 0.4058738190380285
61, 423, 0.39352233161281586
61, 292, 0.39031663080276296
61, 213, 0.38010068759815346
61, 418, 0.3754218357571487
62, 233, 0.6188952799817871
62, 296, 0.5134917138567184
62, 95, 0.4834291526654557
62, 289, 0.4608674736245108
62, 145, 0.4572060259243798
62, 111, 0.45148020081253126
62, 307, 0.4482524068412745
62, 250, 0.4469178214627928
62, 275, 0.4434934347000356
