Author: Michele Alessi
Date: 2024-01-18

Current matrix-type (i.e. text-embedding type: tfidf, wc) in use is: wc.
29, 440, 0.5439674668241826
29, 439, 0.531285207241436
30, 901, 0.738408353702808
30, 632, 0.7294855582625591
30, 778, 0.7223847659908402
30, 420, 0.6950349447917207
30, 920, 0.6626852258429384
30, 802, 0.6541733365858114
30, 222, 0.6288696550481796
30, 464, 0.6017758299557954
30, 1243, 0.5996185022339907
30, 1273, 0.5856950819301728
30, 774, 0.5824311707640527
30, 465, 0.574911658208225
30, 656, 0.5709427319257468
30, 940, 0.5709366600785107
30, 97, 0.5674625614731426
31, 277, 0.5412942626922129
31, 530, 0.5407685430116496
31, 576, 0.5336798551578108
31, 332, 0.5235334908770779
31, 493, 0.5130233114490127
31, 106, 0.5127755242818439
31, 1243, 0.4958828171640968
31, 1295, 0.4948447362604211
31, 917, 0.4944494737447534
31, 1245, 0.4921616133082559
31, 632, 0.4773306111421774
31, 497, 0.47696990981749876
31, 1253, 0.47045937923478104
31, 894, 0.46813924326858913
31, 573, 0.4666406506357287
32, 751, 0.7124008815324766
32, 27, 0.5867830634461584
32, 800, 0.5310257284838688
32, 819, 0.5102256832403959
32, 801, 0.49587320736248136
32, 592, 0.4841102894667119
32, 195, 0.4729610528151937
32, 818, 0.46928884701384027
32, 232, 0.4536285206600962
32, 556, 0.45340483997686665
32, 1257, 0.44928162657531817
32, 1046, 0.4481438391976847
32, 14, 0.4307035088782553
32, 20, 0.4269112191523912
32, 1110, 0.42613954874936016
33, 515, 0.7345894948213977
33, 141, 0.7156220146424012
33, 593, 0.7146009237222362
33, 597, 0.6731814508565482
33, 903, 0.5778834770073025
33, 754, 0.5704336322133744
33, 431, 0.5373145852588215
33, 1002, 0.5166879776963011
33, 789, 0.5152031976932827
33, 184, 0.5068252696322976
33, 794, 0.5025297614621741
33, 1153, 0.48872532565713
33, 1316, 0.4859799092328437
33, 875, 0.46601628663782924
33, 1099, 0.45972826225424607
34, 252, 0.6994315769374247
34, 798, 0.6649879813768951
34, 1151, 0.6550196842978037
34, 1140, 0.6522484812517512
34, 713, 0.5906332357214076
34, 597, 0.5855866327350426
34, 593, 0.5662641997870067
34, 671, 0.546534379413636
34, 515, 0.5213253486563145
34, 431, 0.513819625883259
34, 794, 0.508541033972642
34, 184, 0.49521162010152936
34, 141, 0.4807814242928866
34, 875, 0.46488099169725694
34, 808, 0.4641592243904462
35, 64, 0.7810590525939304
35, 65, 0.7630933074660526
35, 132, 0.706799873111513
35, 296, 0.6589225683376502
35, 402, 0.627190818961923
35, 1206, 0.6071865129195517
35, 1387, 0.5531138810506251
35, 72, 0.5463489876322871
35, 209, 0.5396401233987649
35, 516, 0.5160865379557242
35, 1218, 0.49756129102469765
35, 331, 0.4899155800374912
35, 1319, 0.48944521245274497
35, 1158, 0.4869559253591338
35, 319, 0.47776240886179283
36, 622, 0.8621894176851145
36, 5, 0.7548344344505885
36, 553, 0.7273134843981703
36, 303, 0.7118599964427557
36, 436, 0.6989660084051962
36, 102, 0.6924556867893046
36, 508, 0.6771275564059563
36, 982, 0.6641439590678831
36, 396, 0.6632156745983498
36, 144, 0.6629626931069956
36, 398, 0.6313979426576913
36, 158, 0.6277020822997526
36, 399, 0.6098060596296121
36, 120, 0.6020091883728377
36, 1205, 0.5718055961918537
37, 176, 0.6757617852426165
37, 1131, 0.6565810055385481
37, 186, 0.6302901327296198
37, 173, 0.6090657443046217
37, 1350, 0.5810960147956005
37, 234, 0.5622764649151619
37, 470, 0.5417767676437887
37, 1384, 0.5405978566403126
37, 472, 0.532779593473526
37, 282, 0.5217513865781561
37, 518, 0.521631369930123
37, 126, 0.5016529569940091
37, 978, 0.4965125008717235
37, 174, 0.4897243037983681
37, 188, 0.4798253778601038
38, 975, 0.602281093415101
38, 535, 0.5413887698638595
38, 1245, 0.498887672121513
38, 360, 0.4975995270953581
38, 1000, 0.4906030790426776
38, 85, 0.4890486769223198
38, 318, 0.4877645190717905
38, 447, 0.45663446411190267
38, 576, 0.45503033285138283
38, 295, 0.44837071808388085
38, 1237, 0.4476171598056365
38, 522, 0.44744011020992924
38, 1308, 0.4474044523023844
38, 521, 0.4470202155397057
38, 293, 0.44496616952603546
39, 898, 0.7305486355718279
39, 337, 0.7149151808009284
39, 355, 0.6654894006792356
39, 1152, 0.6650508586639772
39, 406, 0.6632251552482309
39, 1381, 0.6250272092564738
39, 458, 0.6172732574155178
39, 1203, 0.6126609026725657
39, 4, 0.6062027360609955
39, 1258, 0.6003277850509239
39, 339, 0.5978005456468908
39, 1276, 0.5960553498406554
39, 24, 0.5907868799469718
39, 256, 0.5860324163992143
39, 272, 0.5858934979787738
40, 535, 0.562032813509799
40, 1203, 0.5538494374514471
40, 272, 0.5067510684878185
40, 293, 0.5030387385243333
40, 295, 0.4999462283934155
40, 294, 0.45725779616239687
40, 79, 0.4493092129499209
40, 418, 0.43241903087279254
40, 504, 0.3937246777802357
40, 40, 0.3831003216067763
40, 1282, 0.3751190513906485
40, 572, 0.3702156370786936
40, 521, 0.36512300635364947
40, 1209, 0.36189860505020466
40, 7, 0.3582788296843741
41, 288, 0.6909845944231369
41, 433, 0.6494061135883
41, 289, 0.640279391602152
41, 464, 0.6249231938123824
41, 1338, 0.5944557490508812
41, 1089, 0.50062731199202
41, 229, 0.49050644281098754
41, 642, 0.48256837283129683
41, 1275, 0.48008071212169134
41, 1160, 0.4797017308854715
41, 1090, 0.4663702825384165
41, 230, 0.4598668795557587
41, 878, 0.4516237622947015
41, 901, 0.4513602697508257
41, 1162, 0.4497958943199821
42, 520, 0.8116945196580249
42, 440, 0.7938138480005171
42, 525, 0.725091633515028
42, 404, 0.6974772344718406
42, 468, 0.6950284699060597
42, 899, 0.6917268692354533
42, 439, 0.686662894623025
42, 1265, 0.6246618713005901
42, 167, 0.6064927456614345
42, 774, 0.6030190823540774
42, 1273, 0.599406486791899
42, 121, 0.5979114445077385
42, 118, 0.5955493264678613
42, 363, 0.5834759889077731
42, 1247, 0.5801360112069851
43, 404, 0.7373757397952863
43, 467, 0.668123532284249
43, 440, 0.6518958591673486
43, 774, 0.5910959734613044
43, 39, 0.5880179797675651
43, 1265, 0.5877046313774703
43, 940, 0.5752521135636292
43, 1182, 0.5439511833033319
43, 1192, 0.541803990148165
43, 705, 0.5344258662444079
43, 1273, 0.5303529953200442
43, 160, 0.5277916283885764
43, 242, 0.5267809253209493
43, 525, 0.5244137177625957
43, 193, 0.5231551636043215
44, 819, 0.8161157612784073
44, 818, 0.733689937649677
44, 751, 0.7152011399363165
44, 1046, 0.7025779915842544
44, 800, 0.6598755618835117
44, 20, 0.6558402281912975
44, 195, 0.6503612321793238
44, 27, 0.6277039436845976
44, 232, 0.6210685200166537
44, 950, 0.6151796186045453
44, 592, 0.5904852417515192
44, 824, 0.5902545319380703
44, 1118, 0.5846332481771324
44, 1172, 0.5796522744805713
44, 223, 0.5737720611350303
45, 37, 0.5601414227013533
45, 353, 0.5499622287148563
45, 26, 0.5456346410163148
45, 1309, 0.5403271121654065
45, 654, 0.521137321311085
45, 524, 0.5200682976981087
45, 1091, 0.5181414607623132
45, 572, 0.5178867537310544
45, 305, 0.49501636508752345
45, 1198, 0.4856703655050875
45, 1277, 0.4694414895825877
45, 133, 0.43241554407963007
45, 1225, 0.4311149165071434
45, 692, 0.43070121414798657
45, 622, 0.42508202346216717
46, 622, 0.714778050252295
46, 37, 0.6797136348447116
46, 982, 0.6687563608883816
46, 353, 0.6147399307457534
46, 120, 0.6042422877744141
46, 398, 0.5762339247977956
46, 654, 0.5745898586470316
46, 508, 0.56930680668375
46, 395, 0.568738439520174
46, 303, 0.5611762984869665
46, 274, 0.5569881561382073
46, 102, 0.5525687839625628
46, 872, 0.5477847670577474
46, 524, 0.5432663735859157
46, 144, 0.5412995391433026
47, 305, 0.6489961646833404
47, 1198, 0.6210349851241344
47, 1368, 0.6197383978465429
47, 327, 0.5977015653967718
47, 569, 0.5835097854400358
47, 567, 0.5576431597740802
47, 304, 0.5553017629480467
47, 662, 0.5415441586886405
47, 180, 0.5272867210019382
47, 104, 0.525410207471801
47, 735, 0.5209490848178606
47, 98, 0.5129761409930035
47, 663, 0.5045936797493433
47, 736, 0.49505077080472654
47, 539, 0.49155070841404797
48, 114, 0.6394458221587528
48, 791, 0.5728730362205927
48, 429, 0.5357605463980227
48, 238, 0.5157742393958108
48, 156, 0.5052113372098094
48, 525, 0.452666359810476
48, 252, 0.4441175336102125
48, 873, 0.4081915213531564
48, 875, 0.4036888684047343
48, 316, 0.4034436066380861
48, 41, 0.3981631596163788
48, 251, 0.3951759899255818
48, 214, 0.3943581013461058
48, 924, 0.36334960570728053
48, 637, 0.3626227373054114
49, 349, 0.7360716828187341
49, 733, 0.6674886400675789
49, 526, 0.6488822890509501
49, 1238, 0.6447056760321409
49, 422, 0.6410941801582789
49, 731, 0.6395500132799595
49, 321, 0.6380293902992132
49, 320, 0.5804366684851011
49, 107, 0.5728714522125227
49, 374, 0.5718713216824299
49, 322, 0.5628507090092544
49, 478, 0.5563838920890567
49, 537, 0.5503471978195601
49, 586, 0.5064840291949151
49, 92, 0.5054542800022208
50, 192, 0.7083549768196485
50, 326, 0.6926996603702132
50, 1299, 0.6740752935435297
50, 898, 0.6726156504804077
50, 527, 0.6373455024234914
50, 991, 0.6342497822096825
50, 355, 0.6139138431981164
50, 1152, 0.5932703010724513
50, 628, 0.5786065695069936
50, 1261, 0.5687113787990392
50, 609, 0.5676753662852156
50, 406, 0.5568604089461509
50, 546, 0.551376285207635
50, 1213, 0.532929511995149
50, 4, 0.5234827937060843
51, 326, 0.8194282333974565
51, 1299, 0.7781947191752551
51, 628, 0.7150360246315104
51, 192, 0.6967710423286291
51, 609, 0.6695847961943009
51, 527, 0.6502839028982729
51, 530, 0.6493836195538677
51, 105, 0.6391277412252017
51, 4, 0.6378652747091808
51, 898, 0.6357454109446234
51, 1152, 0.6139579675389588
51, 23, 0.609194263906362
51, 1140, 0.6033007927898958
51, 493, 0.6004461556853937
51, 991, 0.5929974633186441
52, 326, 0.7733476790511021
52, 609, 0.7623000402889051
52, 628, 0.7549678296554998
52, 1140, 0.6996076342439859
52, 1213, 0.6812561084596216
52, 898, 0.676438651869999
52, 798, 0.6649170206251547
52, 23, 0.641968442116146
52, 4, 0.6413428978910866
52, 671, 0.6019500720549515
52, 105, 0.5903420322232753
52, 1152, 0.5878553844441072
52, 324, 0.5847493896251598
52, 355, 0.5814861810450621
52, 1322, 0.5597630732978082
53, 652, 0.7551013850279448
53, 112, 0.7230881143455486
53, 88, 0.7184336603775809
53, 298, 0.7151480129770331
53, 530, 0.7000215680954087
53, 270, 0.6918441167149942
53, 1271, 0.6889172271481365
53, 268, 0.6830891602161271
53, 1251, 0.6699384538550879
53, 33, 0.669546338218564
53, 269, 0.6685825485944746
53, 208, 0.6575681523535305
53, 450, 0.6434705811120944
53, 61, 0.634143612252797
53, 407, 0.6290986723859099
54, 622, 0.6850366152853056
54, 123, 0.6834213295564567
54, 553, 0.6326375559553592
54, 982, 0.6069142635927509
54, 1211, 0.5819767840864626
54, 396, 0.566735884282775
54, 398, 0.5590684231677296
54, 436, 0.5575966480181479
54, 303, 0.5485263632155064
54, 102, 0.5429009456656964
54, 120, 0.5190287337636738
54, 21, 0.5057217126819463
54, 144, 0.49738318717631796
54, 545, 0.4900027235786377
54, 665, 0.4895277738004806
55, 898, 0.8251611304638747
55, 458, 0.7752566721971327
55, 406, 0.7462239590151754
55, 376, 0.7405131395730196
55, 1152, 0.7224789693140152
55, 355, 0.7065402146009662
55, 4, 0.6997581123075722
55, 1299, 0.6808505567890256
55, 16, 0.6790960715338129
55, 1381, 0.6782699662566801
55, 326, 0.6350436876055194
55, 460, 0.630191141744848
55, 336, 0.6292182405364064
55, 335, 0.6237678168526608
55, 1279, 0.6165103373754999
56, 752, 0.7795455682979077
56, 441, 0.6357451962198026
56, 202, 0.6122095240054617
56, 1288, 0.531518541630374
56, 877, 0.5061477603903128
56, 391, 0.4962714347859685
56, 1109, 0.46424475911327473
56, 390, 0.4318357655557494
56, 14, 0.4280282498935814
56, 633, 0.4037923757420969
56, 780, 0.3983403082530909
56, 748, 0.397496191732315
56, 1334, 0.3871252772170272
56, 685, 0.38617232364471443
56, 642, 0.3807532715733319
57, 1273, 0.6804775270117968
57, 774, 0.6574922473680018
57, 1243, 0.6479192593321058
57, 118, 0.629864546466315
57, 18, 0.6288161874114663
57, 656, 0.6016553630281556
57, 404, 0.5881359246482318
57, 940, 0.5870203228916078
57, 1193, 0.5840442601014779
57, 891, 0.5770881120209659
57, 1192, 0.5605547932823843
57, 167, 0.5593888857163848
57, 471, 0.5559733880685057
57, 1179, 0.5523172867614577
57, 97, 0.5477144975744751
58, 5, 0.718766135050428
58, 1157, 0.6814441513601041
58, 398, 0.67530423624723
58, 158, 0.6699858805034669
58, 508, 0.6496028255968034
58, 872, 0.643885886981524
58, 144, 0.6403859545879226
58, 622, 0.6308738998147952
58, 303, 0.6300984128670098
58, 553, 0.611928914391574
58, 499, 0.6026013789267772
58, 982, 0.601300106399351
58, 871, 0.5929647750399919
58, 395, 0.5828388518191845
58, 399, 0.5816929857215493
59, 628, 0.7872042245510769
59, 105, 0.7520258030272643
59, 4, 0.7137094532518383
59, 382, 0.7086892650123174
59, 1152, 0.6956448383493136
59, 23, 0.6898927044516187
59, 335, 0.6810261602858845
59, 458, 0.6794547822766405
59, 898, 0.6573006025145802
59, 1299, 0.6487016318648274
59, 376, 0.6377670824543286
59, 148, 0.6330420635356713
59, 326, 0.6256780894930274
59, 1300, 0.6186521161377573
59, 393, 0.605085189891867
60, 731, 0.7211889741863932
60, 320, 0.7076090286143043
60, 640, 0.6926101185536488
60, 321, 0.6687432377110043
60, 322, 0.6667350306726257
60, 729, 0.6583378743354819
60, 92, 0.6413999028066266
60, 832, 0.6248392732081436
60, 733, 0.619985174900815
60, 647, 0.6018225276765508
60, 422, 0.5980760336374904
60, 1146, 0.59460997197559
60, 526, 0.5881177892044157
60, 550, 0.5661257249559127
60, 425, 0.5635956314295593
61, 788, 0.6758614808858183
61, 553, 0.6556069846848549
61, 753, 0.6410071686188303
61, 1157, 0.6264774008786346
61, 144, 0.6055692217464078
61, 783, 0.6029328828672494
61, 398, 0.5945457216807118
61, 396, 0.5821226995452969
61, 436, 0.575849507396538
61, 982, 0.5676639491408287
61, 622, 0.5632809800084699
61, 158, 0.5548407616345481
61, 5, 0.5508205447563846
61, 303, 0.5486775469926595
