Author: Michele Alessi
Date: 2024-01-18

Current matrix-type (i.e. text-embedding type: tfidf, wc) in use is: tfidf.
29, 211, 0.5482261281431454
29, 464, 0.5305139678648495
30, 632, 0.7192583513108958
30, 420, 0.5858519754926406
30, 901, 0.5776613692905784
30, 250, 0.5763453170070171
30, 920, 0.5739323103245979
30, 465, 0.5528717063165359
30, 464, 0.5525779255759494
30, 778, 0.5351048705115118
30, 600, 0.5180103364631297
30, 682, 0.5065157279334479
30, 512, 0.5032877384589729
30, 222, 0.49766509753247007
30, 200, 0.49519304247891144
30, 147, 0.4922199130671412
30, 698, 0.4859594205114388
31, 917, 0.545398268195988
31, 779, 0.5015306060640426
31, 915, 0.4692574326744012
31, 1245, 0.43907852407848164
31, 1243, 0.43583086336932625
31, 497, 0.4305812162031369
31, 247, 0.42770788473563864
31, 736, 0.424818244102621
31, 332, 0.41885318870407395
31, 945, 0.4172727476238512
31, 918, 0.4151711948359839
31, 234, 0.4139415950335368
31, 703, 0.41206883401782235
31, 807, 0.40747872584887773
31, 750, 0.4068043998764025
32, 751, 0.7898983031136333
32, 27, 0.5786096861287017
32, 1257, 0.5237497586391308
32, 801, 0.4534435629189973
32, 1110, 0.4503606765438931
32, 1308, 0.4264419758117671
32, 800, 0.4254668642200272
32, 921, 0.4151698713367408
32, 86, 0.40836457697252965
32, 232, 0.39096123673429006
32, 556, 0.39073954776294545
32, 469, 0.38819763280105
32, 920, 0.3779777359297433
32, 20, 0.3726082419734425
32, 1307, 0.3711535136895935
33, 515, 0.8164034867417385
33, 141, 0.8025768827239336
33, 593, 0.7474034095383961
33, 754, 0.7426736936838721
33, 597, 0.7268296844122752
33, 431, 0.6463568617035365
33, 1153, 0.6101117994084576
33, 903, 0.5970512640777317
33, 184, 0.5714600249468605
33, 1151, 0.5593855176385386
33, 794, 0.5535064962354094
33, 601, 0.5410662591718626
33, 713, 0.5249445625584324
33, 789, 0.5196071739187293
33, 875, 0.5173315810952954
34, 1151, 0.8313455313389081
34, 1140, 0.7639694659013959
34, 794, 0.7618841809631407
34, 252, 0.7511889264595258
34, 515, 0.746112687422327
34, 713, 0.6912094931836559
34, 431, 0.6682785297935468
34, 597, 0.6677488478871316
34, 671, 0.6676687093143724
34, 798, 0.6558792688110976
34, 903, 0.6284430428825495
34, 593, 0.6242153607359489
34, 141, 0.5960256725996282
34, 1153, 0.5843283486459339
34, 280, 0.582786752800862
35, 64, 0.7409719865176357
35, 132, 0.7295625557153136
35, 65, 0.6787500709759228
35, 402, 0.6609627827976274
35, 1206, 0.6261533501967771
35, 296, 0.6152574643674618
35, 1387, 0.5884214571517531
35, 653, 0.5550282713807848
35, 1325, 0.5544347138221757
35, 516, 0.5312692532543571
35, 319, 0.5240450853634001
35, 1319, 0.5237497829457821
35, 608, 0.5086310039475448
35, 72, 0.5082491700242441
35, 1158, 0.49020941084840575
36, 622, 0.8720939540770941
36, 553, 0.7624404353648864
36, 303, 0.6854334215155361
36, 5, 0.6756166835376011
36, 144, 0.6725328061169599
36, 398, 0.6554104929466225
36, 508, 0.6497872168308071
36, 982, 0.6425996290828102
36, 102, 0.6208610393999978
36, 1205, 0.608257255084872
36, 871, 0.5874566037364584
36, 436, 0.578506663628167
36, 120, 0.5706195469495222
36, 158, 0.5657501246623831
36, 545, 0.5603023780506609
37, 176, 0.6591966793019375
37, 186, 0.6379424587331207
37, 173, 0.5338505102819593
37, 188, 0.5154176301285923
37, 179, 0.5104919844802456
37, 518, 0.5082107061074559
37, 234, 0.5028720276238708
37, 1350, 0.5023348931273809
37, 978, 0.4861175375634503
37, 282, 0.47985733120995355
37, 189, 0.4773114925039991
37, 1131, 0.47562098491543797
37, 1384, 0.4573676164445422
37, 409, 0.45378641099590933
37, 1309, 0.4529102652478453
38, 535, 0.7532051120387199
38, 975, 0.6228164180970831
38, 295, 0.5247613975267416
38, 446, 0.5173269261745547
38, 154, 0.5147485597594695
38, 85, 0.5115038513991554
38, 272, 0.4827446328564947
38, 1139, 0.48081656820580015
38, 1194, 0.4770279198792566
38, 1000, 0.4761112889356801
38, 521, 0.4704591692795823
38, 1203, 0.46907686260247894
38, 1150, 0.4643217182644337
38, 1181, 0.439547029202072
38, 294, 0.4340971096574102
39, 1203, 0.7005256436519205
39, 272, 0.6986395184709026
39, 1276, 0.6710455260210424
39, 337, 0.659215318585039
39, 315, 0.6366704592025452
39, 1262, 0.6210340636218846
39, 293, 0.5986490422584846
39, 79, 0.5908871623964292
39, 9, 0.5893248839069082
39, 295, 0.5684323718962251
39, 1218, 0.5656449146357676
39, 418, 0.561055870702288
39, 207, 0.5536329396652406
39, 40, 0.5141784615650766
39, 43, 0.5140654646238564
40, 535, 0.7740301106516909
40, 295, 0.5642675405407076
40, 1150, 0.5278879157094445
40, 1139, 0.5211143791492677
40, 1194, 0.5147632962982898
40, 1203, 0.5101647564204428
40, 294, 0.48527698513995976
40, 272, 0.4850956239029702
40, 975, 0.4846922267448726
40, 1366, 0.4496772875399941
40, 293, 0.44756379521607126
40, 1276, 0.4320698618298602
40, 85, 0.42670577014645555
40, 79, 0.4256233590664143
40, 1181, 0.420694851229623
41, 289, 0.8105729026140096
41, 433, 0.7637160184526418
41, 288, 0.6912853027343271
41, 926, 0.6031351659653459
41, 1150, 0.5985608491014772
41, 229, 0.5915198008949033
41, 464, 0.5538300011181301
41, 1275, 0.5473765525396278
41, 1139, 0.5374087801783632
41, 230, 0.5365316924027551
41, 416, 0.49394937825188595
41, 420, 0.49109911880518303
41, 1338, 0.46942060737919916
41, 1194, 0.4482947395684582
41, 126, 0.44386972141919934
42, 520, 0.8359643417884607
42, 525, 0.7779360721371874
42, 440, 0.770618977948643
42, 502, 0.7027609834406318
42, 469, 0.6563564558438897
42, 468, 0.6554178169818274
42, 404, 0.6427219878833011
42, 495, 0.6278297919762896
42, 467, 0.6186643173034944
42, 800, 0.6182924088804205
42, 439, 0.5613059729114599
42, 313, 0.5581149225568272
42, 312, 0.5520705217285575
42, 1265, 0.530126637593344
42, 39, 0.49739260304143174
43, 467, 0.8270877407376638
43, 502, 0.7838814148223604
43, 404, 0.7607125463673059
43, 440, 0.7505768251546121
43, 312, 0.7035882942780912
43, 39, 0.6831165534996204
43, 495, 0.6454032523896704
43, 70, 0.6128677076007224
43, 520, 0.6050178191869692
43, 469, 0.5970438245597607
43, 525, 0.5966279472344855
43, 1265, 0.5762838294037591
43, 1327, 0.5741302681414541
43, 194, 0.5685465023486485
43, 686, 0.5536203887824255
44, 819, 0.64967200223306
44, 751, 0.5587590870074193
44, 20, 0.5329608035700338
44, 818, 0.530708437508914
44, 232, 0.5288455806731035
44, 27, 0.5284624647820935
44, 817, 0.5104268672026391
44, 195, 0.4899187107321345
44, 1046, 0.46420394807079535
44, 592, 0.45504838488154514
44, 824, 0.4431067291204619
44, 14, 0.44134202580806037
44, 800, 0.4392047749230349
44, 1117, 0.4320262992506048
44, 556, 0.42557242864510525
45, 37, 0.6897123106109789
45, 305, 0.6838096626631749
45, 572, 0.6161269051455707
45, 26, 0.6091650462293006
45, 539, 0.6063709536863029
45, 1198, 0.6000146220397414
45, 524, 0.5977739525559959
45, 1309, 0.5636833263978023
45, 327, 0.4997937091750518
45, 310, 0.49299392282421906
45, 1297, 0.48409450792738473
45, 134, 0.47161380530888025
45, 569, 0.46402025418109155
45, 373, 0.46284735980636577
45, 654, 0.4604151772021444
46, 37, 0.733545694722457
46, 622, 0.661627301861932
46, 982, 0.6304138852858023
46, 553, 0.6078559930767167
46, 654, 0.5795124816610692
46, 508, 0.5748118292383321
46, 120, 0.5671547155743836
46, 524, 0.55667698467274
46, 398, 0.5453144669402449
46, 305, 0.5305668330988217
46, 665, 0.5218485833717036
46, 303, 0.511871551310658
46, 353, 0.5112903011020598
46, 1198, 0.5089486392748344
46, 871, 0.49118320842288665
47, 305, 0.7657630231143441
47, 569, 0.686611788696041
47, 567, 0.6663944422668225
47, 1198, 0.6637805013632643
47, 304, 0.6527573685062319
47, 327, 0.5983667369705598
47, 310, 0.5963455546102318
47, 539, 0.5926561079667744
47, 524, 0.5769633909503429
47, 662, 0.5695572406797733
47, 572, 0.5464833587072306
47, 1368, 0.529387532598309
47, 309, 0.5263056329682599
47, 98, 0.5133493311573458
47, 2, 0.4802949794739505
48, 525, 0.696810994753995
48, 468, 0.5355149987684931
48, 440, 0.5209915027790383
48, 800, 0.5151000400998912
48, 313, 0.5090480291100333
48, 502, 0.5075763545893109
48, 791, 0.48157857598224063
48, 520, 0.46470306720918253
48, 495, 0.4337395073062687
48, 38, 0.4278595191852929
48, 469, 0.4218974770267217
48, 637, 0.42156130778760653
48, 794, 0.40956414523515966
48, 439, 0.39879756623903956
48, 878, 0.39712297955717973
49, 322, 0.7351421712346484
49, 321, 0.7267228747032115
49, 526, 0.7103660946481246
49, 320, 0.6900228175575319
49, 1238, 0.5944204907217461
49, 349, 0.5907839710235394
49, 1146, 0.5573809684254394
49, 475, 0.5558882334317354
49, 733, 0.5493707970011165
49, 374, 0.5476229419861613
49, 150, 0.5377021347246339
49, 731, 0.5317604974728205
49, 478, 0.5075766137043668
49, 777, 0.5022243418637662
49, 636, 0.4681898241958571
50, 192, 0.7311427093349677
50, 1299, 0.7283092495198707
50, 326, 0.6732673763758791
50, 527, 0.5922140282143753
50, 921, 0.5825140710771549
50, 1110, 0.5800647272978096
50, 991, 0.5653338050333968
50, 146, 0.5413246245597948
50, 1257, 0.529660108556537
50, 106, 0.5210751510173381
50, 493, 0.5129488772107906
50, 384, 0.5123477246259336
50, 497, 0.5123312495950066
50, 628, 0.5000082935382043
50, 1261, 0.49761356826778996
51, 326, 0.7460126462934769
51, 1299, 0.7070137702972413
51, 493, 0.6809996070520491
51, 192, 0.657499200969666
51, 527, 0.6421772871377116
51, 1110, 0.5485097970463252
51, 106, 0.5458375896671355
51, 921, 0.5429693315987197
51, 497, 0.5298991956696523
51, 146, 0.5237818359259769
51, 628, 0.5225004908505674
51, 991, 0.5180321131435045
51, 576, 0.4932466267774247
51, 94, 0.49080131555753453
51, 23, 0.484490927201566
52, 326, 0.7491546017962416
52, 1213, 0.6302959069290055
52, 306, 0.6190280475689313
52, 898, 0.6095244632249585
52, 628, 0.6040725384210222
52, 406, 0.5846048366695372
52, 1152, 0.5742596627381006
52, 4, 0.5713515008269626
52, 609, 0.5472807330941567
52, 527, 0.5140562044172807
52, 21, 0.5127338543821885
52, 1299, 0.4987638276461592
52, 458, 0.49668962272566825
52, 23, 0.491465625510362
52, 1279, 0.48812403412133426
53, 652, 0.8316427920996164
53, 208, 0.829429694359165
53, 33, 0.7938344482281721
53, 267, 0.7917541782642463
53, 1271, 0.7849278621797996
53, 269, 0.7828988729824242
53, 1234, 0.7607885876147907
53, 298, 0.7474499526411822
53, 268, 0.7458632586710304
53, 270, 0.7452149814321543
53, 112, 0.7445341415085048
53, 61, 0.7420501326252773
53, 88, 0.7345893877585414
53, 297, 0.7294962693989567
53, 1280, 0.7158453360056212
54, 622, 0.6840862776031047
54, 123, 0.6739240678706192
54, 553, 0.6727644237036662
54, 1211, 0.5944186378065146
54, 982, 0.593551472819931
54, 398, 0.5846934648403933
54, 554, 0.5587878905307272
54, 665, 0.5570380541437437
54, 303, 0.5543309471224932
54, 1190, 0.5399461210304701
54, 558, 0.5353697835904485
54, 783, 0.4990640669112008
54, 102, 0.4923012932845071
54, 378, 0.48890064473218775
54, 1183, 0.4888086685952427
55, 376, 0.7385600410825236
55, 458, 0.7017673808905739
55, 1152, 0.6616287433380571
55, 4, 0.6564882294071654
55, 460, 0.6504805274370297
55, 406, 0.6469966469768527
55, 1299, 0.6297893914293873
55, 898, 0.6282413344795614
55, 1381, 0.6038260598863407
55, 336, 0.5912241118502728
55, 1279, 0.5905242355484475
55, 561, 0.5862225948947719
55, 255, 0.582609578849345
55, 16, 0.576972050069751
55, 135, 0.5570731229025063
56, 752, 0.8933975160365473
56, 202, 0.7543956121353498
56, 877, 0.6954709670426407
56, 1288, 0.6728691039271504
56, 1109, 0.6582462278830368
56, 746, 0.6011344464345204
56, 592, 0.5919281051756125
56, 633, 0.5916075608445645
56, 780, 0.5876730145601261
56, 380, 0.5876354343418597
56, 391, 0.5846865927945979
56, 1337, 0.5788279854767534
56, 642, 0.5576155244739951
56, 441, 0.5489367798552082
56, 390, 0.5487292808115798
57, 877, 0.7612628616284423
57, 752, 0.7591650915675301
57, 1109, 0.7388518694799657
57, 444, 0.7314915207505965
57, 746, 0.7043278453718216
57, 202, 0.701567516716431
57, 380, 0.6836014439179959
57, 592, 0.6225000137875151
57, 1288, 0.6112320489276296
57, 642, 0.609876814061718
57, 391, 0.6041992087796959
57, 633, 0.5913889065844752
57, 15, 0.5876227404772041
57, 685, 0.5868533373011076
57, 362, 0.5791010814719033
58, 398, 0.634113629994606
58, 622, 0.6338396804482711
58, 553, 0.6122830301791383
58, 753, 0.6120676952758701
58, 1157, 0.6061140082887458
58, 962, 0.6033135729127058
58, 871, 0.595636308614779
58, 783, 0.5910901768217564
58, 872, 0.5845090994646318
58, 508, 0.5819957088577127
58, 788, 0.558897239777375
58, 158, 0.5529898195687414
58, 120, 0.5514432988509536
58, 303, 0.5433453542809122
58, 5, 0.5387142735907672
59, 105, 0.6842427519375949
59, 382, 0.669158314007856
59, 23, 0.6326129441032508
59, 911, 0.6321198424828314
59, 784, 0.6188217449637585
59, 788, 0.6148439569218547
59, 628, 0.613511343841608
59, 381, 0.6073969563581816
59, 458, 0.5950268499323864
59, 658, 0.5721699061903024
59, 1152, 0.5517143238062723
59, 753, 0.5465116955096379
59, 4, 0.5461575584644135
59, 787, 0.5368612361500155
59, 1044, 0.5167256161455237
60, 321, 0.7878187955960285
60, 320, 0.7576484980554766
60, 526, 0.7284323947508865
60, 322, 0.6911355946138156
60, 107, 0.6394732927882325
60, 731, 0.6068139719764618
60, 1146, 0.5582306169411584
60, 350, 0.5544263738117859
60, 264, 0.5050753193175195
60, 1238, 0.49650448003895614
60, 733, 0.49211898540155186
60, 640, 0.4884080511241067
60, 729, 0.47927986240539644
60, 560, 0.4649705355641243
60, 1373, 0.4641422117669115
61, 788, 0.7107263220392708
61, 783, 0.6724082330028094
61, 1157, 0.634554742869665
61, 753, 0.6313184208762104
61, 563, 0.6301934363157458
61, 538, 0.6259880924628498
61, 565, 0.6202880460261753
61, 553, 0.56649832542608
61, 622, 0.5650672737686285
61, 1102, 0.5334320382099321
61, 398, 0.5167708085522105
61, 1256, 0.5039050745215238
61, 871, 0.4899690860147229
